id,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,credit_history,purpose,savings_status,employment,personal_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,class
949.0,18.0,1533.0,4.0,1.0,43.0,1.0,2.0,no checking,existing paid,furniture/equipment,<100,<1,male mar/wid,co applicant,life insurance,none,own,unskilled resident,none,yes,bad
950.0,24.0,3621.0,2.0,4.0,31.0,2.0,1.0,no checking,existing paid,radio/tv,100<=X<500,>=7,male single,none,car,none,own,skilled,none,yes,bad
951.0,18.0,3590.0,3.0,3.0,40.0,3.0,2.0,0<=X<200,critical/other existing credit,business,<100,unemployed,male mar/wid,none,car,none,own,unemp/unskilled non res,yes,yes,good
952.0,36.0,2145.0,2.0,1.0,24.0,2.0,1.0,<0,delayed previously,business,<100,4<=X<7,male single,none,car,none,own,skilled,yes,yes,bad
953.0,24.0,4113.0,3.0,4.0,28.0,1.0,1.0,0<=X<200,existing paid,used car,500<=X<1000,<1,female div/dep/mar,none,car,none,rent,skilled,none,yes,bad
954.0,36.0,10974.0,4.0,2.0,26.0,2.0,1.0,no checking,existing paid,furniture/equipment,<100,unemployed,female div/dep/mar,none,car,none,own,high qualif/self emp/mgmt,yes,yes,bad
955.0,12.0,1893.0,4.0,4.0,29.0,1.0,1.0,<0,existing paid,new car,<100,1<=X<4,female div/dep/mar,guarantor,life insurance,none,own,skilled,yes,yes,good
956.0,24.0,1231.0,4.0,4.0,57.0,2.0,1.0,<0,critical/other existing credit,radio/tv,>=1000,>=7,female div/dep/mar,none,life insurance,none,rent,high qualif/self emp/mgmt,yes,yes,good
957.0,30.0,3656.0,4.0,4.0,49.0,2.0,1.0,>=200,critical/other existing credit,radio/tv,no known savings,>=7,male single,none,life insurance,stores,own,unskilled resident,none,yes,good
958.0,9.0,1154.0,2.0,4.0,37.0,3.0,1.0,0<=X<200,critical/other existing credit,radio/tv,<100,>=7,male single,none,real estate,none,own,unskilled resident,none,yes,good
959.0,28.0,4006.0,3.0,2.0,45.0,1.0,1.0,<0,existing paid,new car,<100,1<=X<4,male single,none,car,none,own,unskilled resident,none,yes,bad
960.0,24.0,3069.0,4.0,4.0,30.0,1.0,1.0,0<=X<200,existing paid,furniture/equipment,100<=X<500,>=7,male single,none,no known property,none,for free,skilled,none,yes,good
961.0,6.0,1740.0,2.0,2.0,30.0,2.0,1.0,no checking,critical/other existing credit,radio/tv,<100,>=7,male mar/wid,none,real estate,none,rent,skilled,none,yes,good
962.0,21.0,2353.0,1.0,4.0,47.0,2.0,1.0,0<=X<200,delayed previously,new car,<100,1<=X<4,male div/sep,none,life insurance,none,own,skilled,none,yes,good
963.0,15.0,3556.0,3.0,2.0,29.0,1.0,1.0,no checking,existing paid,new car,no known savings,1<=X<4,male single,none,no known property,none,own,skilled,none,yes,good
964.0,24.0,2397.0,3.0,2.0,35.0,2.0,1.0,no checking,existing paid,radio/tv,500<=X<1000,>=7,male single,none,car,bank,own,skilled,yes,yes,bad
965.0,6.0,454.0,3.0,1.0,22.0,1.0,1.0,0<=X<200,existing paid,repairs,<100,<1,male mar/wid,none,life insurance,none,own,unskilled resident,none,yes,good
966.0,30.0,1715.0,4.0,1.0,26.0,1.0,1.0,0<=X<200,existing paid,radio/tv,no known savings,1<=X<4,female div/dep/mar,none,car,none,own,skilled,none,yes,good
967.0,27.0,2520.0,4.0,2.0,23.0,2.0,1.0,0<=X<200,critical/other existing credit,radio/tv,500<=X<1000,1<=X<4,male single,none,life insurance,none,own,unskilled resident,none,yes,bad
968.0,15.0,3568.0,4.0,2.0,54.0,1.0,1.0,no checking,existing paid,radio/tv,<100,>=7,female div/dep/mar,none,car,bank,rent,high qualif/self emp/mgmt,yes,yes,good
969.0,42.0,7166.0,2.0,4.0,29.0,1.0,1.0,no checking,existing paid,radio/tv,no known savings,4<=X<7,male mar/wid,none,life insurance,none,rent,skilled,yes,yes,good
970.0,11.0,3939.0,1.0,2.0,40.0,2.0,2.0,<0,critical/other existing credit,new car,<100,1<=X<4,male single,none,real estate,none,own,unskilled resident,none,yes,good
971.0,15.0,1514.0,4.0,2.0,22.0,1.0,1.0,0<=X<200,existing paid,repairs,100<=X<500,1<=X<4,male single,guarantor,real estate,none,own,skilled,none,yes,good
972.0,24.0,7393.0,1.0,4.0,43.0,1.0,2.0,no checking,existing paid,new car,<100,1<=X<4,male single,none,life insurance,none,own,unskilled resident,none,yes,good
973.0,24.0,1193.0,1.0,4.0,29.0,2.0,1.0,<0,all paid,new car,<100,unemployed,female div/dep/mar,co applicant,no known property,none,rent,unemp/unskilled non res,none,yes,bad
974.0,60.0,7297.0,4.0,4.0,36.0,1.0,1.0,<0,existing paid,business,<100,>=7,male single,co applicant,no known property,none,rent,skilled,none,yes,bad
975.0,30.0,2831.0,4.0,2.0,33.0,1.0,1.0,no checking,critical/other existing credit,radio/tv,<100,1<=X<4,female div/dep/mar,none,car,none,own,skilled,yes,yes,good
976.0,24.0,1258.0,3.0,3.0,57.0,1.0,1.0,>=200,existing paid,radio/tv,500<=X<1000,1<=X<4,female div/dep/mar,none,car,none,own,unskilled resident,none,yes,good
977.0,6.0,753.0,2.0,3.0,64.0,1.0,1.0,0<=X<200,existing paid,radio/tv,<100,1<=X<4,female div/dep/mar,guarantor,real estate,none,own,skilled,none,yes,good
978.0,18.0,2427.0,4.0,2.0,42.0,2.0,1.0,0<=X<200,delayed previously,business,no known savings,>=7,male single,none,life insurance,none,own,skilled,none,yes,good
979.0,24.0,2538.0,4.0,4.0,47.0,2.0,2.0,no checking,delayed previously,new car,<100,>=7,male single,none,car,none,own,unskilled resident,none,yes,bad
980.0,15.0,1264.0,2.0,2.0,25.0,1.0,1.0,0<=X<200,all paid,new car,100<=X<500,1<=X<4,male mar/wid,none,life insurance,none,rent,skilled,none,yes,bad
981.0,30.0,8386.0,2.0,2.0,49.0,1.0,1.0,0<=X<200,critical/other existing credit,furniture/equipment,<100,4<=X<7,male single,none,life insurance,none,own,skilled,none,yes,bad
982.0,48.0,4844.0,3.0,2.0,33.0,1.0,1.0,no checking,existing paid,business,<100,unemployed,male single,none,car,bank,rent,high qualif/self emp/mgmt,yes,yes,bad
983.0,21.0,2923.0,1.0,1.0,28.0,1.0,1.0,>=200,existing paid,new car,100<=X<500,1<=X<4,female div/dep/mar,none,car,bank,own,high qualif/self emp/mgmt,yes,yes,good
984.0,36.0,8229.0,2.0,2.0,26.0,1.0,2.0,<0,existing paid,used car,<100,1<=X<4,male single,none,life insurance,none,own,skilled,none,yes,bad
985.0,24.0,2028.0,2.0,2.0,30.0,2.0,1.0,no checking,critical/other existing credit,furniture/equipment,<100,4<=X<7,male single,none,life insurance,none,own,unskilled resident,none,yes,good
986.0,15.0,1433.0,4.0,3.0,25.0,2.0,1.0,<0,critical/other existing credit,furniture/equipment,<100,1<=X<4,female div/dep/mar,none,life insurance,none,rent,skilled,none,yes,good
987.0,42.0,6289.0,2.0,1.0,33.0,2.0,1.0,>=200,no credits/all paid,business,<100,<1,male div/sep,none,life insurance,none,own,skilled,none,yes,good
988.0,13.0,1409.0,2.0,4.0,64.0,1.0,1.0,no checking,existing paid,radio/tv,100<=X<500,unemployed,female div/dep/mar,none,real estate,none,own,skilled,none,yes,good
989.0,24.0,6579.0,4.0,2.0,29.0,1.0,1.0,<0,existing paid,used car,<100,unemployed,male single,none,no known property,none,for free,high qualif/self emp/mgmt,yes,yes,good
990.0,24.0,1743.0,4.0,2.0,48.0,2.0,1.0,0<=X<200,critical/other existing credit,radio/tv,<100,>=7,male single,none,life insurance,none,own,unskilled resident,none,yes,good
991.0,12.0,3565.0,2.0,1.0,37.0,2.0,2.0,no checking,critical/other existing credit,education,no known savings,<1,male single,none,life insurance,none,own,unskilled resident,none,yes,good
992.0,15.0,1569.0,4.0,4.0,34.0,1.0,2.0,no checking,all paid,radio/tv,100<=X<500,>=7,male single,none,car,bank,own,unskilled resident,none,yes,good
993.0,18.0,1936.0,2.0,4.0,23.0,2.0,1.0,<0,existing paid,radio/tv,no known savings,4<=X<7,male mar/wid,none,car,none,rent,unskilled resident,none,yes,good
994.0,36.0,3959.0,4.0,3.0,30.0,1.0,1.0,<0,existing paid,furniture/equipment,<100,unemployed,male single,none,life insurance,none,own,high qualif/self emp/mgmt,yes,yes,good
995.0,12.0,2390.0,4.0,3.0,50.0,1.0,1.0,no checking,existing paid,new car,no known savings,>=7,male single,none,car,none,own,skilled,yes,yes,good
996.0,12.0,1736.0,3.0,4.0,31.0,1.0,1.0,no checking,existing paid,furniture/equipment,<100,4<=X<7,female div/dep/mar,none,real estate,none,own,unskilled resident,none,yes,good
997.0,30.0,3857.0,4.0,4.0,40.0,1.0,1.0,<0,existing paid,used car,<100,1<=X<4,male div/sep,none,life insurance,none,own,high qualif/self emp/mgmt,yes,yes,good
998.0,12.0,804.0,4.0,4.0,38.0,1.0,1.0,no checking,existing paid,radio/tv,<100,>=7,male single,none,car,none,own,skilled,none,yes,good
999.0,45.0,1845.0,4.0,4.0,23.0,1.0,1.0,<0,existing paid,radio/tv,<100,1<=X<4,male single,none,no known property,none,for free,skilled,yes,yes,bad
1000.0,45.0,4576.0,3.0,4.0,27.0,1.0,1.0,0<=X<200,critical/other existing credit,used car,100<=X<500,unemployed,male single,none,car,none,own,skilled,none,yes,good
